资料编号,文件标题,发布日期,文号,适用地区,来源类型,有效状态,质量状态,政策工具,约束机制,激励机制,适用主体,市场环节,价格机制,交易品种,结算机制,考核机制,低碳目标,规划场景,投资影响,商业模式影响,风险约束,证据摘录,抽取方法,人工复核状态,更新时间
AUTO-20260425-D49D5FABE6,关于印发《重庆市电力中长期市场实施细则》的通知,2026-04-14,,华中区域,监管规则,现行有效,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;分时电价;市场形成价格;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;分摊机制;周期结算,偏差考核;信用评价;信息披露考核,新能源消纳,源网荷储;微电网;储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《重庆市电力中长期市场实施细则》的通知 国家能源局派出机构 国家能源局华中监管局 华中区域 监管规则 中长期 中长期 关于印发《重庆市电力中长期市场实施细则》的通知 2026-04-14 关于印发《重庆市电力中长期市场实施细则》的通知 关于印发《重庆市电力中长期市场实施细则》的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 | 请电力交易机构加强对经营主体的宣贯培训、信息披露、风险防控等相关工作。 | 国家能源局华中监管局 重庆市经济和信息化委员会 重庆市发展和改革委员会 重庆市能源局 《重庆市电力中长期市场实施细则》.pdf 《重庆市电力中长期市场实施细则》.pdf 扫一扫在手机打开当前页 网站标识码：bm62000009号 京ICP备11044902号 京公网安备 11010202007691 办公地址：湖北省武汉市洪山区徐东大街63号国家能源大厦20,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-712572408D,关于印发《西藏自治区电力中长期市场实施细则》的通知,2026-04-14,,华中区域,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;市场形成价格;辅助服务价格;偏差价格,中长期交易;绿电交易;辅助服务交易;容量交易;需求响应;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,偏差考核;信息披露考核,绿色低碳;新能源消纳,新型电力系统;源网荷储;储能;电网规划;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《西藏自治区电力中长期市场实施细则》的通知 国家能源局派出机构 国家能源局华中监管局 华中区域 监管规则 中长期 中长期 关于印发《西藏自治区电力中长期市场实施细则》的通知 2026-04-14 关于印发《西藏自治区电力中长期市场实施细则》的通知 关于印发《西藏自治区电力中长期市场实施细则》的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在 | 请电力交易机构加强对经营主体的宣贯培训、信息披露、风险防控等相关工作。 | 国家能源局华中监管局 西藏自治区发展和改革委员会 西藏自治区能源局 《西藏自治区电力中长期市场实施细则》.pdf 《西藏自治区电力中长期市场实施细则》.pdf 扫一扫在手机打开当前页 网站标识码：bm62000009号 京ICP备11044902号 京公网安备 11010202007691 办公地址：湖北省武汉市洪山区徐东大街63号国家能源大厦20-22层，,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-A74926FCBF,关于印发《江西省电力中长期市场实施细则》的通知,2026-04-14,,华中区域,监管规则,现行有效,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;分时电价;市场形成价格;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;分摊机制;周期结算,偏差考核;信用评价;信息披露考核,新能源消纳,源网荷储;微电网;储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《江西省电力中长期市场实施细则》的通知 国家能源局派出机构 国家能源局华中监管局 华中区域 监管规则 中长期 中长期 关于印发《江西省电力中长期市场实施细则》的通知 2026-04-14 关于印发《江西省电力中长期市场实施细则》的通知 关于印发《江西省电力中长期市场实施细则》的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 | 请电力交易机构加强对经营主体的宣贯培训、信息披露、风险防控等相关工作。 | 国家能源局华中监管局 江西省发展和改革委员会 江西省能源局 《江西省电力中长期市场实施细则》.pdf 《江西省电力中长期市场实施细则》.pdf 扫一扫在手机打开当前页 网站标识码：bm62000009号 京ICP备11044902号 京公网安备 11010202007691 办公地址：湖北省武汉市洪山区徐东大街63号国家能源大厦20-22层，邮政编码：430,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-9A3E9D6FC0,关于公开征求《山东电力市场监管办法(征求意见稿)》等意见的通知,2026-03-27,,山东,监管规则,征求意见,机器抽取,命令控制;市场机制;信息披露;监管执法,信息约束,试点示范,,调度运行,,,,,,,,,政策状态风险;合规监管风险,关于公开征求《山东电力市场监管办法(征求意见稿)》等意见的通知 国家能源局派出机构 国家能源局山东监管办公室 山东 监管规则 电力市场 电力市场 关于公开征求《山东电力市场监管办法(征求意见稿)》等意见的通知 2026-03-27 关于公开征求《山东电力市场监管办法(征求意见稿)》等意见的通知 关于公开征求《山东电力市场监管办法(征求意见稿)》等意见的通知_ | 请在本公告发布之日起30日内将相关意见建议通过电子邮件发至scjgc@cnea.gov.cn。 | 感谢参与和支持! 附件： 山东省电力市场监管办法（征求意见稿）.docx 山东省电力市场监管办法（征求意见稿）.docx 山东电力市场电力交易主体异常行为认定和处置监管指引（征求意见稿）.docx 山东电力市场运营业务监管指引（征求意见稿）.docx 山东能源监管办 2026年3月23日 扫一扫在手机打开当前页 地址: 济南市市中区七里山路55号 邮编:25,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-01719E4565,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知,2026-03-17,,山东,监管规则,征求意见,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;市场形成价格;容量价格,中长期交易;现货交易;绿电交易;辅助服务交易;容量交易;需求响应;跨省跨区交易,电费结算;分摊机制,信用评价;信息披露考核,新能源消纳,新型电力系统;源网荷储;微电网;储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 国家能源局派出机构 国家能源局山东监管办公室 山东 监管规则 电力市场 电力市场 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 2026-03-17 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见 | 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 欢迎有关单位和社会各界人士提出宝贵意见建议。 | 请在本公告发布之日起30日内将相关意见建议通过电子邮件发至scjgc@cnea.gov.cn。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-D5F253F0B2,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知,2025-12-30,渝经信规范〔2025〕13号,重庆,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,信息约束,试点示范,,,,,,,,,项目准入影响,,合规监管风险,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知 重庆市经济和信息化委员会 重庆市经济和信息化委员会 重庆 官方政策 新能源 新能源 重庆市经济和信息化委员会 重庆市财政局 中共重庆市委金融委员会办公室 国家金融监督管理总局重庆监管局 重庆市商务委员会关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年 | 2025年12月30日 （此件公开发布） 重庆市支持智能网联新能源商用车产业发展政策措施（2025—2027年） 一、智能网联新能源商用车车型研发激励 一、智能网联新能源商用车车型研发激励 对销量达一定规模的智能网联新能源商用车全新车型或新公告改款车型给予一次性产品研发激励，其中：年销量3000（含）—5000辆（不含）的车型，给予500万元激励； | （责任单位：市经济信息委） 四、智能网联新能源商用车融资租赁激励 四、智能网联新能源商用车融资租赁激励 支持融资租赁机构联合商用车整车企业创新开发智能网联新能源商用车专项融资租赁产品，对年度提供智能网联新能源商用车融资租赁服务达1000辆的融资租赁机构，按照智能网联新能源商用车专项融资租赁产品年度实际投放融资金额的1%给予激励，单个融资租赁机构年度激励金额不,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-509BB407AE,关于下达天津市2023-2024年度电力需求响应资金计划的通知_委局文件_政务公开,2025-12-11,津工信电力〔2025〕13号,天津,官方政策,现行有效,机器抽取,财政金融;信息披露,信息约束,,电力用户;虚拟电厂,用电;调度运行,,需求响应,,,,,项目准入影响,聚合交易,,关于下达天津市2023-2024年度电力需求响应资金计划的通知_委局文件_政务公开 天津市工业和信息化局 天津市工业和信息化局 天津 官方政策 需求响应 需求响应 关于下达天津市2023-2024年度电力需求响应资金计划的通知2025-12-11 关于下达天津市2023-2024年度电力需求响应资金计划的通知_委局文件_政务公开 天津政务网 2019年12月 | 科技工业信息化\信息化 成 文 日 期 ： 发 文 日 期 ： 有 效 性 ： 关于下达天津市 202 2024 电力需求响应资金 计划的通知 各有关单位： 国家发展改革委和市委市政府能源保供工作部署 要求，为 确保我市群众温暖度过春节 市工业和信息化局组织 市电力公司 开展了春节期间电力需求响应工作， 现下达 2025 年电力需求侧管理专项资金计划 645 | 其中： 2023 年电力需求侧管理专项资金计划 645 万元，用于 天津市 2023-2024 年度电力需求响应补贴。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-474CF655D0,关于印发《四川省深化新能源上网电价市场化改革实施方案》的通知(川发改价格〔2025〕480号),2025-09-30,川发改价格〔2025〕480号,四川,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;分时电价;市场形成价格,中长期交易;现货交易;绿电交易;辅助服务交易,电费结算;分摊机制,,绿色低碳;能源安全,新型电力系统;储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;并网消纳风险;政策状态风险;合规监管风险,关于印发《四川省深化新能源上网电价市场化改革实施方案》的通知(川发改价格〔2025〕480号) 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 新能源 电价; | 新能源 关于印发《四川省深化新能源上网电价市场化改革实施方案》的通知(川发改价格〔2025〕480号) 四川省发展和改革委员会 便民日历 智能问答 无障碍 个人中心 网站支持ipv6 搜 索 新闻中心 政府信息公开 政务服务 发改工作 党建工作 互动交流 专题专栏 数据发布 其他文件 索 引 号 ： 082824954-2025-000022 公文种类： 发 | 四川省能源局 四川省深化新能源上网电价市场化改革 实施方案 实施方案 为全面贯彻落实党的二十届三中全会精神，统筹能源安全保障与绿色低碳发展，深化新能源上网电价市场化改革，加快构建新型电力系统，根据国家发展改革委、国家能源局《关于深化新能源上网电价市场化改革 一、总体目标 号），结合我省实际制定本实施方案。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-3D4A64C4C0,关于公开征求《山东省电力并网运行管理实施细则(征求意见稿)》《山东省电力辅助服务管理实施细则(征求意见稿)》意见的通知,2025-09-30,,山东,监管规则,征求意见,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;试点示范,电网企业;发电企业;新能源企业;储能企业;电力用户;交易机构;虚拟电厂,发电;输配电;用电;调度运行;辅助服务;现货市场,上网电价;偏差价格,现货交易;辅助服务交易;需求响应;跨省跨区交易,辅助服务结算;分摊机制,运行考核;信息披露考核,,储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;辅助服务收益,偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于公开征求《山东省电力并网运行管理实施细则(征求意见稿)》《山东省电力辅助服务管理实施细则(征求意见稿)》意见的通知 国家能源局派出机构 国家能源局山东监管办公室 山东 监管规则 辅助服务 辅助服务 关于公开征求《山东省电力并网运行管理实施细则(征求意见稿)》《山东省电力辅助服务管理实施... 2025-09-30 关于公开征求《山东省电力并网运行管理实施 | 请在本公告发布之日起30日内将相关意见建议传真至0531-67800757，或通过电子邮件发至scjgc@cnea.gov.cn。 | 感谢参与和支持! 附件： “两个细则”编制说明.pdf 山东省电力并网运行管理实施细则(征求意见稿).pdf 山东省电力辅助服务管理实施细则(征求意见稿).pdf “两个细则”编制说明.pdf 修改意见反馈表.pdf 山东能源监管办 2025年9月29日 扫一扫在手机打开当前页 地址: 济南市市中区七里山路55号 邮编:250002 京公网安备 110102,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-2B6F6F94C5,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知,2025-07-29,,山东,监管规则,征求意见,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;市场形成价格;容量价格,中长期交易;现货交易;绿电交易;辅助服务交易;容量交易;需求响应;跨省跨区交易,电费结算;分摊机制,信用评价;信息披露考核,,新型电力系统;微电网;储能;电网规划;分布式光伏;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 国家能源局派出机构 国家能源局山东监管办公室 山东 监管规则 电力市场 电力市场 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 2025-07-29 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见 | 关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 欢迎有关单位和社会各界人士提出宝贵意见建议。 | 请在本公告发布之日起30日内将相关意见建议传真至0531-67800757，或通过电子邮件发至scjgc@cnea.gov.cn。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-0746AF99FD,关于征求《山东省新能源和新型并网主体涉网安全能力提升工作方案》意见的函,2025-06-24,,山东,监管规则,现行有效,机器抽取,命令控制;信息披露;监管执法,并网约束;信息约束,,,,,,,,,新型电力系统,并网条件影响,,并网消纳风险;合规监管风险,关于征求《山东省新能源和新型并网主体涉网安全能力提升工作方案》意见的函 国家能源局派出机构 国家能源局山东监管办公室 山东 监管规则 新能源 新能源 关于征求《山东省新能源和新型并网主体涉网安全能力提升工作方案》意见的函 2025-06-24 关于征求《山东省新能源和新型并网主体涉网安全能力提升工作方案》意见的函_国家能源局山东监管办公室 设为首页 工作邮箱 | 联系人：李恒，0531-67800966 邮箱：safety@cnea.gov.cn 附件： 山东省新能源和新型并网主体涉网安全能力提升工作方案.docx 山东省新能源和新型并网主体涉网安全能力提升工作方案.docx 国家能源局山东监管办公室 2025年6月24日 扫一扫在手机打开当前页 地址: 济南市市中区七里山路55号 邮编:250002 京公网安备 1,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-E98D78E2BB,电力市场信息披露基本规则（国能发监管〔2024〕9号）,2025-05-16,国能发监管〔2024〕9号,南方区域,交易规则,现行有效,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;绿色激励,电网企业;发电企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;分摊机制;周期结算,偏差考核;信用评价;信息披露考核;监管处罚,,储能;电网规划;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;绿电消费;辅助服务收益,偏差风险;并网消纳风险;政策状态风险;合规监管风险,电力市场信息披露基本规则（国能发监管〔2024〕9号） 广州电力交易中心 广州电力交易中心 南方区域 交易规则 电力市场 电力市场 电力市场信息披露基本规则（国能发监管〔2024〕9号） 广州电力交易中心 交易服务热线: 400-15-95598 能源监管热线: 12398 微 信 平台系统 南方区域统一电力交易平台 南方区域现货电能量交易系统 南方区域绿色 | 第三条 信息披露 主体包括发电企业、售电公司、电力用户、新型主体（ 储能等）、电网企业和市场运营机构。 | 市场运营机构包括电力交易机构和电力调度机构。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-B21BF48126,海南电力市场规则,2025-03-24,,南方区域,交易规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;分时电价;市场形成价格;容量价格;辅助服务价格;偏差价格,中长期交易;现货交易;绿电交易,电费结算;偏差结算;辅助服务结算;分摊机制,偏差考核;信用评价;信息披露考核,,储能;电网规划;分布式光伏,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;绿电消费;辅助服务收益;园区微电网,偏差风险;并网消纳风险;政策状态风险;合规监管风险,海南电力市场规则 广州电力交易中心 广州电力交易中心 南方区域 交易规则 电力市场 电力市场 海南电力市场规则 广州电力交易中心 交易服务热线: 400-15-95598 能源监管热线: 12398 微 信 平台系统 南方区域统一电力交易平台 南方区域现货电能量交易系统 南方区域绿色电力交易系统 新闻资讯 党的声音 公司动态 媒体关注 市场研究 信息发布 最 | 售电公司无不良信用记录，企业法人及其 定本方案。 | 一、保底售电公司的选取 （一）选取条件 1.经营稳定。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260425-F965FCA4C5,关于印发《广西电力市场信息披露实施细则》的通知,2025-04-28,,南方区域,交易规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;偏差价格,中长期交易;绿电交易;辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;分摊机制;周期结算,偏差考核;信用评价;信息披露考核;监管处罚,新能源消纳;能源安全,新型电力系统;储能;电网规划;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;辅助服务收益,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《广西电力市场信息披露实施细则》的通知 广州电力交易中心 广州电力交易中心 南方区域 交易规则 电力市场 电力市场 广西电力市场规则； | OCR文本待人工复核 广州电力交易中心 交易服务热线: 400-15-95598 能源监管热线: 12398 微 信 平台系统 南方区域统一电力交易平台 南方区域现货电能量交易系统 南方区域绿色电力交易系统 新闻资讯 党的声音 公司动态 媒体关注 市场研究 信息发布 最新通知 公示公告 市场服务 市场培训 服务承诺 常见问题解答 政策法规 法律法规 政策文件 | - 2 - 一、 合约 机制覆盖 范围 一、 合约 机制覆盖 范围 防城港红沙核电 1 号 、 2 号 、 3 号 、 4 号发电机组 ， 以及 广西 电网地市级及以上电力调度机构调管的集中式风电 （不含海上 风 电 ） 及 集中式 光伏发电 项目 （ 以下 统 称新能源发电 ） 。,规则词典_v1,待人工复核,2026-05-05 01:24:21
