关系编号,源资料编号,源标题,源发布日期,目标资料编号,目标标题,目标发布日期,关系类型,主题链条,区域路径,匹配依据,证据文本,置信度,是否人工确认,备注
EVO-00569,AUTO-20260427-EDE85AAF9A,关于印发修订后的《上海电力中长期交易规则》的通知（华东监...,2025-02-21,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,地方承接,中长期,华东区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发修订后的《上海电力中长期交易规则》的通知（华东监... 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00570,AUTO-20260427-EDE85AAF9A,关于印发修订后的《上海电力中长期交易规则》的通知（华东监...,2025-02-21,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,地方承接,中长期,华东区域->山东,主题链条：中长期；国家/区域/地方层级承接,关于印发修订后的《上海电力中长期交易规则》的通知（华东监... 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00571,AUTO-20260427-EC24CC36EA,关于印发修订后的《安徽电力中长期交易规则》的通知（华东监...,2025-02-21,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,地方承接,中长期,华东区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发修订后的《安徽电力中长期交易规则》的通知（华东监... 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00572,AUTO-20260427-EC24CC36EA,关于印发修订后的《安徽电力中长期交易规则》的通知（华东监...,2025-02-21,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,地方承接,中长期,华东区域->山东,主题链条：中长期；国家/区域/地方层级承接,关于印发修订后的《安徽电力中长期交易规则》的通知（华东监... 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00573,AUTO-20260427-6B0EF18171,国家能源局西北监管局关于征求《青海省电力中长期交易规则补充规定（征求意见稿）》意见建议的通知,2025-08-13,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,地方承接,中长期,西北区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求《青海省电力中长期交易规则补充规定（征求意见稿）》意见建议的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00574,AUTO-20260427-6B0EF18171,国家能源局西北监管局关于征求《青海省电力中长期交易规则补充规定（征求意见稿）》意见建议的通知,2025-08-13,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,地方承接,中长期,西北区域->山东,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求《青海省电力中长期交易规则补充规定（征求意见稿）》意见建议的通知 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00575,AUTO-20260426-A3868601F8,国家能源局华中监管局关于公开征求《重庆电力中长期交易实施细则（征求意见稿）》意见的通知,2025-09-17,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局华中监管局关于公开征求《重庆电力中长期交易实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00576,AUTO-20260426-A3868601F8,国家能源局华中监管局关于公开征求《重庆电力中长期交易实施细则（征求意见稿）》意见的通知,2025-09-17,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,配套文件,中长期,华中区域->山东,主题链条：中长期；国家/区域/地方层级承接,国家能源局华中监管局关于公开征求《重庆电力中长期交易实施细则（征求意见稿）》意见的通知 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00577,AUTO-20260427-4BE00C1720,国家能源局西北监管局 青海省能源局关于印发《青海省电力中长期交易规则补充规定》的通知,2025-09-25,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,地方承接,中长期,西北区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局 青海省能源局关于印发《青海省电力中长期交易规则补充规定》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00578,AUTO-20260427-4BE00C1720,国家能源局西北监管局 青海省能源局关于印发《青海省电力中长期交易规则补充规定》的通知,2025-09-25,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,地方承接,中长期,西北区域->山东,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局 青海省能源局关于印发《青海省电力中长期交易规则补充规定》的通知 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00579,AUTO-20260425-82D40D1344,关于公开征求《西藏自治区电力中长期交易实施细则（征求意见稿）》意见的通知,2025-11-22,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《西藏自治区电力中长期交易实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00580,AUTO-20260425-82D40D1344,关于公开征求《西藏自治区电力中长期交易实施细则（征求意见稿）》意见的通知,2025-11-22,AUTO-20260427-EC4C5789C9,国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知,2017-01-18,配套文件,中长期,华中区域->山东,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《西藏自治区电力中长期交易实施细则（征求意见稿）》意见的通知 与 国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 属于同一研究链条,中,否,
EVO-00581,AUTO-20260425-D5A6AA701E,关于加强辖区中长期批发交易合同签约履约监管的通知,2025-12-16,AUTO-20260427-04351EFDD0,关于印发2026年浙江省电力中长期交易合同示范文本的通知,2025-12-12,地方承接,中长期,南方区域->浙江,主题链条：中长期；国家/区域/地方层级承接,关于加强辖区中长期批发交易合同签约履约监管的通知 与 关于印发2026年浙江省电力中长期交易合同示范文本的通知 属于同一研究链条,中,否,
EVO-00582,AUTO-20260425-D5A6AA701E,关于加强辖区中长期批发交易合同签约履约监管的通知,2025-12-16,AUTO-20260427-F694D4BAAB,关于征求2026年浙江省电力中长期交易合同示范文本意见的函,2025-12-01,地方承接,中长期,南方区域->浙江,主题链条：中长期；国家/区域/地方层级承接,关于加强辖区中长期批发交易合同签约履约监管的通知 与 关于征求2026年浙江省电力中长期交易合同示范文本意见的函 属于同一研究链条,中,否,
EVO-00583,AUTO-20260427-166CF8A8B5,华东能源监管局关于加强电力中长期批发交易监管的通知,2025-12-23,AUTO-20260425-D5A6AA701E,关于加强辖区中长期批发交易合同签约履约监管的通知,2025-12-16,地方承接,中长期,华东区域->南方区域,主题链条：中长期；国家/区域/地方层级承接,华东能源监管局关于加强电力中长期批发交易监管的通知 与 关于加强辖区中长期批发交易合同签约履约监管的通知 属于同一研究链条,中,否,
EVO-00584,AUTO-20260427-166CF8A8B5,华东能源监管局关于加强电力中长期批发交易监管的通知,2025-12-23,AUTO-20260427-04351EFDD0,关于印发2026年浙江省电力中长期交易合同示范文本的通知,2025-12-12,地方承接,中长期,华东区域->浙江,主题链条：中长期；国家/区域/地方层级承接,华东能源监管局关于加强电力中长期批发交易监管的通知 与 关于印发2026年浙江省电力中长期交易合同示范文本的通知 属于同一研究链条,中,否,
EVO-00585,AUTO-20260427-7F4BF875A3,关于做好2026年内蒙古电力多边交易市场中长期交易有关事宜的通知,2025-12-30,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,地方承接,中长期,内蒙古自治区->全国,主题链条：中长期；国家/区域/地方层级承接,关于做好2026年内蒙古电力多边交易市场中长期交易有关事宜的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00586,AUTO-20260427-7F4BF875A3,关于做好2026年内蒙古电力多边交易市场中长期交易有关事宜的通知,2025-12-30,AUTO-20260427-166CF8A8B5,华东能源监管局关于加强电力中长期批发交易监管的通知,2025-12-23,地方承接,中长期,内蒙古自治区->华东区域,主题链条：中长期；国家/区域/地方层级承接,关于做好2026年内蒙古电力多边交易市场中长期交易有关事宜的通知 与 华东能源监管局关于加强电力中长期批发交易监管的通知 属于同一研究链条,中,否,
EVO-00587,AUTO-20260427-543BC9B2A3,关于做好2026年内蒙古东部电力交易市场中长期交易有关事宜的通知,2025-12-30,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,地方承接,中长期,内蒙古自治区->全国,主题链条：中长期；国家/区域/地方层级承接,关于做好2026年内蒙古东部电力交易市场中长期交易有关事宜的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00588,AUTO-20260427-543BC9B2A3,关于做好2026年内蒙古东部电力交易市场中长期交易有关事宜的通知,2025-12-30,AUTO-20260427-166CF8A8B5,华东能源监管局关于加强电力中长期批发交易监管的通知,2025-12-23,地方承接,中长期,内蒙古自治区->华东区域,主题链条：中长期；国家/区域/地方层级承接,关于做好2026年内蒙古东部电力交易市场中长期交易有关事宜的通知 与 华东能源监管局关于加强电力中长期批发交易监管的通知 属于同一研究链条,中,否,
EVO-00589,AUTO-20260425-3D787AF073,关于公开征求《重庆电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《重庆电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00590,AUTO-20260425-3D787AF073,关于公开征求《重庆电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《重庆电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00591,AUTO-20260425-63755B61E4,关于公开征求《西藏自治区电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《西藏自治区电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00592,AUTO-20260425-63755B61E4,关于公开征求《西藏自治区电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《西藏自治区电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00593,AUTO-20260425-35BEAAF482,关于公开征求《湖北省电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《湖北省电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00594,AUTO-20260425-35BEAAF482,关于公开征求《湖北省电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《湖北省电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00595,AUTO-20260425-1A6D55E163,关于公开征求《江西电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《江西电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00596,AUTO-20260425-1A6D55E163,关于公开征求《江西电力中长期市场实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《江西电力中长期市场实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00597,AUTO-20260425-D8A4A0C9BE,关于公开征求《华中区域省间电力中长期交易实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《华中区域省间电力中长期交易实施细则（征求意见稿）》意见的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00598,AUTO-20260425-D8A4A0C9BE,关于公开征求《华中区域省间电力中长期交易实施细则（征求意见稿）》意见的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于公开征求《华中区域省间电力中长期交易实施细则（征求意见稿）》意见的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00599,AUTO-20260427-1C4703E1E9,国家能源局西北监管局关于征求陕西、宁夏、青海电力中长期市场实施细则（征求意见稿）意见建议的通知,2026-01-26,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,西北区域->全国,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求陕西、宁夏、青海电力中长期市场实施细则（征求意见稿）意见建议的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00600,AUTO-20260427-1C4703E1E9,国家能源局西北监管局关于征求陕西、宁夏、青海电力中长期市场实施细则（征求意见稿）意见建议的通知,2026-01-26,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,西北区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求陕西、宁夏、青海电力中长期市场实施细则（征求意见稿）意见建议的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00601,AUTO-20260427-8BA55D72F9,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知,2026-02-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,西北区域->全国,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00602,AUTO-20260427-8BA55D72F9,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知,2026-02-14,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,西北区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00603,AUTO-20260427-9F7307C867,国家能源局西北监管局 陕西省发展和改革委员会关于印发《陕西省电力中长期市场实施细则》的通知,2026-02-28,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,西北区域->全国,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局 陕西省发展和改革委员会关于印发《陕西省电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00604,AUTO-20260427-9F7307C867,国家能源局西北监管局 陕西省发展和改革委员会关于印发《陕西省电力中长期市场实施细则》的通知,2026-02-28,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,西北区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局西北监管局 陕西省发展和改革委员会关于印发《陕西省电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00605,AUTO-20260427-0A34FA35E6,关于印发《安徽电力中长期市场实施细则》的通知,2026-03-31,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华东区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《安徽电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00606,AUTO-20260427-0A34FA35E6,关于印发《安徽电力中长期市场实施细则》的通知,2026-03-31,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华东区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《安徽电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00607,AUTO-20260427-6A8B006887,关于印发《上海电力中长期市场实施细则》的通知,2026-03-31,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华东区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《上海电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00608,AUTO-20260427-6A8B006887,关于印发《上海电力中长期市场实施细则》的通知,2026-03-31,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华东区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《上海电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00609,AUTO-20260424-97CB3F74FC,国家能源局华中监管局关于印发《华中区域省间电力中长期市场实施细则》的通知,2026-04-09,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,国家能源局华中监管局关于印发《华中区域省间电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00610,AUTO-20260424-97CB3F74FC,国家能源局华中监管局关于印发《华中区域省间电力中长期市场实施细则》的通知,2026-04-09,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局华中监管局关于印发《华中区域省间电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00611,AUTO-20260424-663B4D5B07,关于印发《湖北省电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,湖北->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《湖北省电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00612,AUTO-20260424-663B4D5B07,关于印发《湖北省电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,湖北->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《湖北省电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00613,AUTO-20260425-D49D5FABE6,关于印发《重庆市电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《重庆市电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00614,AUTO-20260425-D49D5FABE6,关于印发《重庆市电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《重庆市电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00615,AUTO-20260425-712572408D,关于印发《西藏自治区电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《西藏自治区电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00616,AUTO-20260425-712572408D,关于印发《西藏自治区电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《西藏自治区电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00617,AUTO-20260425-A74926FCBF,关于印发《江西省电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华中区域->全国,主题链条：中长期；国家/区域/地方层级承接,关于印发《江西省电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00618,AUTO-20260425-A74926FCBF,关于印发《江西省电力中长期市场实施细则》的通知,2026-04-14,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华中区域->新疆,主题链条：中长期；国家/区域/地方层级承接,关于印发《江西省电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00619,AUTO-20260427-9D436454D6,国家能源局华东监管局关于印发《长三角跨省电力中长期市场实施细则》的通知,2026-04-17,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,配套文件,中长期,华东区域->全国,主题链条：中长期；国家/区域/地方层级承接,国家能源局华东监管局关于印发《长三角跨省电力中长期市场实施细则》的通知 与 关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号) 属于同一研究链条,中,否,
EVO-00620,AUTO-20260427-9D436454D6,国家能源局华东监管局关于印发《长三角跨省电力中长期市场实施细则》的通知,2026-04-17,AUTO-20260502-53881076C7,关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》,2020-09-09,配套文件,中长期,华东区域->新疆,主题链条：中长期；国家/区域/地方层级承接,国家能源局华东监管局关于印发《长三角跨省电力中长期市场实施细则》的通知 与 关于转发《国家发改委 国家能源局关于印发电力中长期交易基本规则的通知》 属于同一研究链条,中,否,
EVO-00621,AUTO-20260427-3AAD7C60CC,长三角省市间富余新能源消纳互济交易规则（试行）,2024-12-13,AUTO-20260502-F67E0AF46B,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知,2019-04-10,地方承接,新能源,华东区域->山东,主题链条：新能源；国家/区域/地方层级承接,长三角省市间富余新能源消纳互济交易规则（试行） 与 山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知 属于同一研究链条,中,否,
EVO-00622,AUTO-20260426-482E9580D6,关于提升海南省新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-DBC1C0D7C5,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升海南省新能源和新型并网主体涉网安全能力的通知 与 关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00623,AUTO-20260426-482E9580D6,关于提升海南省新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-5AA1473F8F,关于提升广东省新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升海南省新能源和新型并网主体涉网安全能力的通知 与 关于提升广东省新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
